iter	Passed	Remaining
345	832	1573
346	834	1570
347	836	1566
348	837	1563
349	839	1559
350	841	1556
351	843	1553
352	846	1550
353	847	1546
354	849	1543
355	851	1540
356	852	1536
357	855	1533
358	857	1530
359	859	1528
360	861	1525
361	863	1521
362	865	1518
363	867	1515
364	869	1511
365	871	1509
366	873	1507
367	876	1504
368	878	1501
369	880	1499
370	882	1496
371	884	1493
372	886	1490
373	888	1487
374	890	1484
375	893	1482
376	894	1478
377	896	1475
378	898	1471
379	900	1469
380	903	1467
381	904	1464
382	907	1461
383	909	1458
384	910	1454
385	912	1451
386	914	1448
387	916	1446
388	918	1443
389	920	1440
390	922	1437
391	924	1434
392	926	1431
393	928	1428
394	930	1425
395	933	1423
396	934	1420
397	936	1417
398	938	1414
399	940	1411
400	942	1408
401	944	1405
402	947	1403
403	949	1400
404	951	1397
405	953	1394
406	955	1391
407	956	1388
408	958	1385
409	960	1382
410	962	1379
411	965	1378
412	967	1375
413	969	1372
414	971	1369
415	973	1366
416	975	1363
417	977	1361
418	980	1359
419	981	1355
420	983	1352
421	985	1349
422	987	1347
423	989	1344
424	991	1341
425	994	1339
426	996	1336
427	997	1333
428	1000	1331
429	1002	1329
430	1004	1326
431	1007	1324
432	1009	1321
433	1012	1320
434	1015	1318
435	1017	1316
436	1020	1314
437	1024	1315
438	1028	1314
439	1031	1312
440	1034	1311
441	1037	1310
442	1040	1308
443	1043	1306
444	1046	1305
445	1050	1305
446	1055	1305
447	1058	1304
448	1061	1302
449	1064	1301
450	1068	1300
451	1072	1300
452	1075	1299
453	1078	1296
454	1081	1295
455	1088	1298
456	1093	1299
457	1098	1300
458	1102	1299
459	1106	1298
460	1111	1299
461	1117	1301
462	1120	1299
463	1123	1298
464	1126	1296
465	1129	1294
466	1133	1293
467	1155	1313
468	1159	1312
469	1165	1313
470	1170	1314
471	1173	1313
472	1176	1311
473	1178	1308
474	1180	1304
475	1182	1301
476	1187	1301
477	1190	1300
478	1194	1299
479	1197	1297
480	1203	1298
481	1212	1303
482	1216	1302
483	1222	1303
484	1226	1301
485	1229	1300
486	1232	1297
487	1235	1296
488	1244	1300
489	1249	1300
490	1256	1302
491	1258	1299
492	1260	1296
493	1263	1293
494	1265	1291
495	1268	1289
496	1271	1286
497	1273	1284
498	1276	1281
499	1278	1278
500	1281	1276
501	1284	1274
502	1286	1271
503	1289	1269
504	1293	1267
505	1295	1265
506	1299	1263
507	1302	1261
508	1305	1258
509	1308	1256
510	1310	1254
511	1313	1252
512	1316	1249
513	1318	1246
514	1320	1244
515	1323	1241
516	1325	1238
517	1328	1235
518	1330	1233
519	1333	1231
520	1336	1228
521	1338	1225
522	1340	1222
523	1343	1220
524	1346	1218
525	1348	1215
526	1351	1213
527	1354	1211
528	1357	1208
529	1361	1207
530	1364	1204
531	1366	1202
532	1369	1200
533	1372	1197
534	1374	1194
535	1376	1191
536	1377	1187
537	1379	1184
538	1381	1181
539	1383	1178
540	1384	1175
541	1386	1171
542	1388	1168
543	1390	1165
544	1392	1162
545	1394	1159
546	1396	1156
547	1398	1153
548	1399	1150
549	1401	1146
550	1404	1144
551	1406	1141
552	1408	1138
553	1410	1135
554	1411	1131
555	1413	1128
556	1415	1125
557	1417	1122
558	1419	1119
559	1421	1116
560	1423	1113
561	1424	1110
562	1426	1107
563	1428	1104
564	1430	1101
565	1431	1097
566	1433	1094
567	1436	1092
568	1438	1089
569	1440	1086
570	1442	1083
571	1444	1080
572	1446	1077
573	1447	1074
574	1450	1072
575	1453	1069
576	1455	1066
577	1458	1064
578	1459	1061
579	1461	1058
580	1463	1055
581	1466	1053
582	1468	1050
583	1470	1047
584	1472	1044
585	1475	1042
586	1477	1039
587	1479	1036
588	1482	1034
589	1483	1031
590	1485	1028
591	1487	1025
592	1489	1022
593	1490	1018
594	1492	1015
595	1494	1012
596	1496	1010
597	1498	1007
598	1500	1004
599	1502	1001
600	1503	998
601	1505	995
602	1507	992
603	1509	989
604	1511	986
605	1513	984
606	1515	981
607	1517	978
608	1519	975
609	1521	972
610	1523	969
611	1525	967
612	1528	964
613	1530	961
614	1531	958
615	1533	955
616	1535	952
617	1536	949
618	1538	946
619	1540	944
620	1543	941
621	1545	939
622	1548	936
623	1550	934
624	1552	931
625	1553	928
626	1555	925
627	1558	923
628	1560	920
629	1562	917
630	1564	914
631	1565	911
632	1567	908
633	1569	905
634	1571	903
635	1573	900
636	1575	897
637	1577	894
638	1578	891
639	1580	889
640	1582	886
641	1584	883
642	1586	880
643	1589	878
644	1591	875
645	1592	872
646	1594	869
647	1596	867
648	1598	864
649	1600	861
650	1602	859
651	1604	856
652	1606	853
653	1608	850
654	1610	848
655	1611	845
656	1613	842
657	1615	839
658	1617	837
659	1619	834
660	1621	831
661	1623	828
662	1625	826
663	1626	823
664	1628	820
665	1630	817
666	1633	815
667	1635	812
668	1637	810
669	1639	807
670	1640	804
671	1642	801
672	1644	799
673	1646	796
674	1648	793
675	1651	791
676	1653	788
677	1655	786
678	1658	783
679	1660	781
680	1661	778
681	1664	776
682	1666	773
683	1668	770
684	1670	768
685	1671	765
686	1673	762
687	1675	759
688	1677	757
689	1679	754
690	1681	752
691	1683	749
692	1685	746
693	1687	743
694	1688	741
695	1690	738
696	1692	735
697	1694	733
698	1696	730
699	1698	727
700	1700	725
701	1701	722
702	1703	719
703	1705	717
704	1707	714
705	1709	712
706	1712	709
707	1713	706
708	1715	704
709	1717	701
710	1718	698
711	1720	695
712	1722	693
713	1724	690
714	1726	688
715	1728	685
716	1730	683
717	1732	680
718	1734	677
719	1735	674
720	1737	672
721	1738	669
722	1741	667
723	1743	664
724	1746	662
725	1749	660
726	1751	657
727	1753	654
728	1754	652
729	1757	650
730	1759	647
731	1761	644
732	1762	642
733	1764	639
734	1766	636
735	1767	634
736	1769	631
737	1772	629
738	1774	626
739	1775	623
740	1777	621
741	1779	618
742	1781	616
743	1783	613
744	1784	610
745	1787	608
746	1789	605
747	1791	603
748	1792	600
749	1794	598
750	1796	595
751	1798	592
752	1799	590
753	1801	587
754	1804	585
755	1806	582
756	1807	580
757	1809	577
758	1811	575
759	1813	572
760	1814	569
761	1816	567
762	1819	565
763	1821	562
764	1822	559
765	1824	557
766	1826	554
767	1828	552
768	1829	549
769	1831	547
770	1833	544
771	1835	542
772	1837	539
773	1839	537
774	1841	534
775	1842	531
776	1844	529
777	1846	526
778	1848	524
779	1851	522
780	1853	519
781	1855	517
782	1857	514
783	1859	512
784	1860	509
785	1862	507
786	1864	504
787	1866	502
788	1868	499
789	1870	497
790	1872	494
791	1874	492
792	1876	489
793	1877	487
794	1880	484
795	1882	482
796	1884	479
797	1886	477
798	1887	474
799	1889	472
800	1891	469
801	1893	467
802	1896	465
803	1898	462
804	1899	460
805	1901	457
806	1903	455
807	1905	452
808	1906	450
809	1908	447
810	1910	445
811	1912	442
812	1915	440
813	1916	438
814	1918	435
815	1920	433
816	1922	430
817	1924	428
818	1927	425
819	1929	423
820	1931	421
821	1933	418
822	1935	416
823	1936	413
824	1938	411
825	1941	408
826	1944	406
827	1946	404
828	1948	401
829	1950	399
830	1951	396
831	1953	394
832	1956	392
833	1958	389
834	1960	387
835	1962	385
836	1964	382
837	1966	380
838	1967	377
839	1969	375
840	1972	372
841	1974	370
842	1976	368
843	1977	365
844	1979	363
845	1981	360
846	1983	358
847	1984	355
848	1987	353
849	1989	351
850	1991	348
851	1993	346
852	1995	343
853	1996	341
854	1998	338
855	2000	336
856	2002	334
857	2004	331
858	2006	329
859	2007	326
860	2009	324
861	2011	322
862	2013	319
863	2014	317
864	2016	314
865	2019	312
866	2020	309
867	2022	307
868	2024	305
869	2025	302
870	2027	300
871	2029	297
872	2032	295
873	2034	293
874	2037	291
875	2039	288
876	2041	286
877	2043	283
878	2045	281
879	2047	279
880	2049	276
881	2051	274
882	2053	272
883	2055	269
884	2057	267
885	2058	264
886	2060	262
887	2062	260
888	2064	257
889	2066	255
890	2068	253
891	2070	250
892	2072	248
893	2074	245
894	2076	243
895	2078	241
896	2081	238
897	2083	236
898	2084	234
899	2086	231
900	2088	229
901	2089	227
902	2091	224
903	2094	222
904	2096	220
905	2098	217
906	2099	215
907	2101	212
908	2103	210
909	2105	208
910	2106	205
911	2109	203
912	2111	201
913	2113	198
914	2114	196
915	2116	194
916	2118	191
917	2120	189
918	2122	187
919	2124	184
920	2127	182
921	2129	180
922	2132	177
923	2133	175
924	2135	173
925	2137	170
926	2139	168
927	2141	166
928	2143	163
929	2145	161
930	2147	159
931	2148	156
932	2150	154
933	2152	152
934	2153	149
935	2156	147
936	2158	145
937	2159	142
938	2161	140
939	2163	138
940	2164	135
941	2166	133
942	2168	131
943	2171	128
944	2173	126
945	2175	124
946	2177	121
947	2179	119
948	2181	117
949	2184	114
950	2186	112
951	2189	110
952	2190	108
953	2192	105
954	2194	103
955	2196	101
956	2197	98
957	2199	96
958	2201	94
959	2204	91
960	2206	89
961	2207	87
962	2209	84
963	2211	82
964	2213	80
965	2215	77
966	2217	75
967	2220	73
968	2222	71
969	2224	68
970	2225	66
971	2227	64
972	2229	61
973	2231	59
974	2233	57
975	2236	55
976	2239	52
977	2241	50
978	2243	48
979	2245	45
980	2247	43
981	2249	41
982	2251	38
983	2252	36
984	2254	34
985	2256	32
986	2258	29
987	2259	27
988	2261	25
989	2264	22
990	2266	20
991	2267	18
992	2269	15
993	2271	13
994	2273	11
995	2274	9
996	2276	6
997	2278	4
998	2281	2
999	2282	0
